Response ID,DOB,Gender,Employment Duration,Industry,Profession,No of Employees in organization,Has children,Location,Weekly Remote work time(in %),Preferred weekly Remote work time(in %),Yearly Remote work time(in %),Preferred Yearly Remote work time(in %),Preferred Remote work time post Covid
1177,2001,Female,Less than 1 year,Financial and Insurance,"Professionals - Design, Engineering, Science and Transport Professionals",20-199,No,Metro,20,10,20,20,30
1178,1974,Female,Between 1 and 5 years,Administrative and Support,Clerical and administrative workers - Personal Assistants and Secretaries,More than 200,Yes,Metro,90,100,80,100,100
1179,1968,Male,Between 1 and 5 years,Other Services,Sales workers - Sales Assistants and Salespersons,More than 200,No,Metro,70,50,30,80,50
1180,1993,Female,Less than 1 year,Retail Trade,Clerical and administrative workers - Clerical and Office Support Workers,More than 200,No,Metro,100,100,80,90,80
1181,1975,Female,Between 1 and 5 years,Arts and Recreation,Managers - Specialist Managers,More than 200,Yes,Metro,100,100,100,100,100
1182,1988,Female,Between 1 and 5 years,Education and Training,Managers - Specialist Managers,More than 200,Yes,Metro,20,20,20,20,5
1183,1990,Male,Between 1 and 5 years,Manufacturing,Technicians and trades workers - Automotive and Engineering Trades Workers,20-199,No,Metro,50,50,50,50,50
1184,1991,Female,More than 5 years,Other Services,Labourers - Factory Process Workers,More than 200,Yes,Regional,5,0,5,0,0
1185,2000,Male,Between 1 and 5 years,"Professional, Scientific and Technical","Professionals - Design, Engineering, Science and Transport Professionals",More than 200,Yes,Metro,90,70,70,90,60
1186,1988,Female,More than 5 years,Financial and Insurance,Clerical and administrative workers - Clerical and Office Support Workers,More than 200,Yes,Metro,5,5,5,5,5
1187,1990,Female,Between 1 and 5 years,"Professional, Scientific and Technical","Professionals - Legal, Social and Welfare Professionals",More than 200,No,Metro,90,90,20,40,30
1188,1967,Female,More than 5 years,Information Media and Telecommunications,Professionals - Arts and Media Professionals,More than 200,No,Regional,70,70,10,0,10
1189,1992,Male,Between 1 and 5 years,Manufacturing,Clerical and administrative workers - Clerical and Office Support Workers,20-199,No,Metro,5,0,5,0,0
1190,1995,Male,Between 1 and 5 years,Construction,Labourers - Other Labourers,20-199,Yes,Metro,50,50,50,50,50
1191,1990,Female,More than 5 years,Health Care and Social Assistance,Professionals - Health Professionals,5-19,Yes,Metro,5,0,5,0,5
1192,1989,Male,Between 1 and 5 years,"Transport, Postal and Warehousing",Managers - Specialist Managers,20-199,No,Metro,50,80,70,50,50
1193,1987,Male,Less than 1 year,Information Media and Telecommunications,"Managers - Chief Executives, General Managers and Legislators",More than 200,Yes,Metro,50,20,30,30,30
1194,1982,Male,More than 5 years,Other Services,"Managers - Chief Executives, General Managers and Legislators",More than 200,Yes,Metro,100,100,100,100,20
1195,1994,Female,Between 1 and 5 years,Other Services,"Professionals - Design, Engineering, Science and Transport Professionals",20-199,No,Metro,0,50,0,60,60
1196,1988,Female,Between 1 and 5 years,"Professional, Scientific and Technical",Professionals - ICT Professionals,More than 200,Yes,Metro,90,90,80,50,50
1197,1959,Female,More than 5 years,Arts and Recreation,"Managers - Chief Executives, General Managers and Legislators",5-19,No,Regional,50,50,30,50,50
1198,1957,Female,Less than 1 year,Construction,"Managers - Chief Executives, General Managers and Legislators",5-19,No,Metro,5,50,5,50,50
1199,1992,Male,Between 1 and 5 years,"Professional, Scientific and Technical","Professionals - Legal, Social and Welfare Professionals",More than 200,No,Metro,60,80,60,60,60
1200,1958,Female,More than 5 years,Education and Training,Professionals - Education Professionals,20-199,No,Metro,30,50,50,50,0
1201,1975,Male,More than 5 years,"Agriculture, Forestry and Fishing","Managers - Chief Executives, General Managers and Legislators",5-19,Yes,Regional,30,20,40,50,70
1202,2000,Female,Between 1 and 5 years,Education and Training,Managers - Specialist Managers,20-199,Yes,Metro,50,50,0,20,20
1203,1987,Male,Between 1 and 5 years,Financial and Insurance,Managers - Specialist Managers,More than 200,Yes,Metro,100,80,90,80,60
1204,1986,Male,Between 1 and 5 years,"Electricity, Gas, Water and Waste","Professionals - Design, Engineering, Science and Transport Professionals",More than 200,No,Regional,100,100,80,80,70
1205,1972,Female,Between 1 and 5 years,Health Care and Social Assistance,Community and personal service workers - Health and Welfare Support Workers,More than 200,Yes,Metro,10,10,5,10,50
1206,1969,Female,More than 5 years,Construction,"Managers - Chief Executives, General Managers and Legislators",5-19,Yes,Metro,10,20,20,20,20
1207,1988,Male,More than 5 years,Construction,Clerical and administrative workers - Inquiry Clerks and Receptionists,More than 200,No,Metro,100,100,100,100,100
1208,1991,Male,More than 5 years,Information Media and Telecommunications,Professionals - ICT Professionals,1-4,No,Regional,100,100,100,100,100
1209,1987,Male,Between 1 and 5 years,Other Services,"Professionals - Business, Human Resource and Marketing Professionals",More than 200,No,Metro,100,80,100,80,80
1210,1985,Male,Between 1 and 5 years,Financial and Insurance,"Professionals - Design, Engineering, Science and Transport Professionals",More than 200,Yes,Regional,90,90,90,90,70
1211,1976,Female,More than 5 years,Health Care and Social Assistance,Technicians and trades workers - Food Trades Workers,More than 200,Yes,Regional,60,60,60,60,60
1212,1988,Female,More than 5 years,Other Services,Labourers - Other Labourers,More than 200,No,Regional,80,80,80,80,80
1213,1960,Female,More than 5 years,Administrative and Support,Clerical and administrative workers - General Clerical Workers,5-19,No,Regional,100,100,100,100,80
1214,1988,Female,More than 5 years,"Professional, Scientific and Technical",Technicians and trades workers - Other Technicians and Trades Workers,20-199,No,Regional,5,0,20,0,0
1215,1990,Female,More than 5 years,Retail Trade,Community and personal service workers - Carers and Aides,20-199,No,Regional,5,50,50,50,50
1216,1972,Male,Less than 1 year,"Electricity, Gas, Water and Waste",Clerical and administrative workers - General Clerical Workers,20-199,Yes,Regional,50,20,30,50,10
1217,1990,Female,More than 5 years,Administrative and Support,Clerical and administrative workers - Office Managers and Program Administrators,More than 200,No,Regional,100,100,80,100,100
1218,1988,Male,More than 5 years,Education and Training,Clerical and administrative workers - Clerical and Office Support Workers,More than 200,No,Regional,20,20,5,5,0
1219,1991,Female,Between 1 and 5 years,Construction,"Professionals - Design, Engineering, Science and Transport Professionals",20-199,Yes,Regional,0,100,0,100,100
1220,1988,Male,Between 1 and 5 years,Health Care and Social Assistance,Professionals - Health Professionals,20-199,Yes,Regional,20,20,30,40,20
1221,1959,Female,More than 5 years,Education and Training,Clerical and administrative workers - Office Managers and Program Administrators,More than 200,No,Regional,5,50,5,50,0
1222,1972,Male,More than 5 years,Information Media and Telecommunications,Professionals - ICT Professionals,More than 200,Yes,Regional,100,70,100,70,70
1223,1976,Male,More than 5 years,Information Media and Telecommunications,Managers - Specialist Managers,More than 200,Yes,Regional,100,100,100,100,90
1224,1972,Male,More than 5 years,Information Media and Telecommunications,Clerical and administrative workers - Clerical and Office Support Workers,More than 200,No,Regional,100,100,100,100,100
1225,1957,Female,More than 5 years,Other Services,Professionals - Health Professionals,20-199,Yes,Regional,0,20,0,20,30
1226,1957,Female,More than 5 years,Other Services,"Professionals - Legal, Social and Welfare Professionals",Self employed,No,Regional,100,100,100,100,100
1227,1959,Female,More than 5 years,Public Administration and Safety,Community and personal service workers - Protective Service Workers,More than 200,Yes,Regional,50,80,70,50,70
1228,1975,Male,More than 5 years,Public Administration and Safety,"Professionals - Design, Engineering, Science and Transport Professionals",More than 200,Yes,Regional,5,20,5,20,20
1229,1958,Male,Between 1 and 5 years,Health Care and Social Assistance,Clerical and administrative workers - Clerical and Office Support Workers,More than 200,No,Regional,20,30,20,30,20
1230,1964,Female,More than 5 years,Education and Training,Professionals - Education Professionals,More than 200,No,Metro,50,50,5,50,40
1231,1962,Male,Between 1 and 5 years,Construction,"Professionals - Design, Engineering, Science and Transport Professionals",More than 200,No,Regional,100,100,80,100,50
1232,1970,Female,More than 5 years,Education and Training,Professionals - Education Professionals,5-19,Yes,Regional,100,100,50,50,80
1233,1963,Male,More than 5 years,Other Services,Managers - Specialist Managers,More than 200,No,Regional,100,100,100,100,100
1234,1965,Male,Less than 1 year,Other Services,"Professionals - Business, Human Resource and Marketing Professionals",More than 200,No,Regional,100,70,80,60,60
1235,1961,Male,More than 5 years,Mining,"Technicians and trades workers - Engineering, ICT and Science Technicians",20-199,No,Regional,0,0,0,0,100
1236,1964,Male,More than 5 years,Education and Training,Professionals - Education Professionals,More than 200,No,Metro,5,20,5,20,20
1237,1960,Male,Between 1 and 5 years,Education and Training,Professionals - Education Professionals,20-199,No,Regional,5,50,5,50,50
1238,1961,Male,Between 1 and 5 years,Information Media and Telecommunications,Professionals - ICT Professionals,20-199,Yes,Regional,90,90,90,90,90
1239,1992,Male,Between 1 and 5 years,Wholesale Trade,Technicians and trades workers - Construction Trades Workers,1-4,Yes,Regional,50,40,60,50,40
1240,1957,Female,More than 5 years,Education and Training,Clerical and administrative workers - Clerical and Office Support Workers,20-199,No,Regional,0,0,0,0,0
1241,1966,Male,More than 5 years,Retail Trade,Sales workers - Sales Assistants and Salespersons,5-19,No,Regional,20,0,0,0,0
1242,1961,Male,More than 5 years,Other Services,Labourers - Other Labourers,1-4,No,Regional,90,50,90,90,50
1243,1968,Male,More than 5 years,Arts and Recreation,"Managers - Chief Executives, General Managers and Legislators",20-199,No,Regional,50,50,50,30,20
1244,1960,Male,More than 5 years,Health Care and Social Assistance,"Managers - Chief Executives, General Managers and Legislators",20-199,No,Regional,20,0,10,0,0
1245,1958,Female,Between 1 and 5 years,Education and Training,Managers - Specialist Managers,More than 200,No,Regional,90,90,90,90,90
1246,1961,Female,Between 1 and 5 years,Education and Training,Professionals - Education Professionals,More than 200,No,Regional,100,20,20,20,20
1247,1961,Male,More than 5 years,Manufacturing,"Professionals - Design, Engineering, Science and Transport Professionals",More than 200,Yes,Regional,0,5,5,5,0
1248,1960,Male,More than 5 years,Manufacturing,"Technicians and trades workers - Engineering, ICT and Science Technicians",More than 200,No,Regional,5,80,0,80,80
1249,1964,Male,More than 5 years,Financial and Insurance,Professionals - ICT Professionals,20-199,No,Regional,100,100,100,100,90
1250,1969,Male,More than 5 years,Information Media and Telecommunications,Clerical and administrative workers - Inquiry Clerks and Receptionists,More than 200,No,Regional,30,50,40,50,10
1251,1968,Male,More than 5 years,Other Services,Clerical and administrative workers - General Clerical Workers,20-199,Yes,Regional,0,100,0,100,100
1252,1982,Male,Between 1 and 5 years,"Transport, Postal and Warehousing","Managers - Hospitality, Retail and Service Managers",More than 200,No,Regional,20,50,20,40,40
1253,1961,Female,Less than 1 year,Education and Training,Professionals - Education Professionals,More than 200,No,Regional,70,0,0,0,0
1254,1987,Female,More than 5 years,Education and Training,"Professionals - Business, Human Resource and Marketing Professionals",More than 200,No,Regional,30,5,10,5,0
1255,1962,Male,Between 1 and 5 years,Manufacturing,"Professionals - Business, Human Resource and Marketing Professionals",20-199,Yes,Regional,10,20,10,20,20
1256,1971,Female,More than 5 years,Public Administration and Safety,Clerical and administrative workers - Other Clerical and Administrative Workers,More than 200,Yes,Regional,100,100,50,100,100
1257,1984,Male,More than 5 years,Other Services,Professionals - Education Professionals,More than 200,Yes,Regional,0,5,5,5,5
1258,1959,Female,Between 1 and 5 years,Education and Training,Professionals - ICT Professionals,More than 200,No,Regional,50,100,40,100,100
1259,1975,Female,Between 1 and 5 years,Other Services,Sales workers - Sales Representatives and Agents,20-199,Yes,Regional,100,100,100,90,90
1260,1958,Male,Between 1 and 5 years,Health Care and Social Assistance,"Professionals - Legal, Social and Welfare Professionals",More than 200,Yes,Regional,100,100,100,60,60
1261,1961,Male,More than 5 years,Education and Training,Professionals - Education Professionals,More than 200,Yes,Regional,80,50,10,10,20
1262,1965,Male,Between 1 and 5 years,"Transport, Postal and Warehousing","Managers - Chief Executives, General Managers and Legislators",More than 200,No,Regional,100,60,100,60,40
1263,1958,Female,Between 1 and 5 years,Other Services,Managers - Specialist Managers,20-199,Yes,Regional,100,100,100,100,100
1264,1971,Male,More than 5 years,Financial and Insurance,"Professionals - Business, Human Resource and Marketing Professionals",5-19,No,Regional,20,30,30,50,50
1265,1963,Male,Between 1 and 5 years,"Transport, Postal and Warehousing","Professionals - Design, Engineering, Science and Transport Professionals",More than 200,Yes,Regional,90,100,80,80,60
1266,1988,Male,Less than 1 year,Financial and Insurance,Managers - Farmers and Farm Managers,20-199,Yes,Regional,40,50,90,100,40
1267,1963,Male,More than 5 years,Other Services,Professionals - Health Professionals,Self employed,No,Regional,5,5,5,50,80
1268,1977,Male,More than 5 years,Information Media and Telecommunications,"Managers - Chief Executives, General Managers and Legislators",20-199,No,Regional,20,90,0,100,100
1269,1964,Female,Between 1 and 5 years,Administrative and Support,"Professionals - Business, Human Resource and Marketing Professionals",More than 200,No,Regional,100,100,100,100,100
1270,1972,Male,More than 5 years,Other Services,Professionals - Arts and Media Professionals,More than 200,Yes,Regional,50,50,60,80,60
1271,1983,Female,More than 5 years,"Professional, Scientific and Technical",Professionals - Arts and Media Professionals,Self employed,Yes,Regional,100,100,100,100,100
1272,1971,Male,Between 1 and 5 years,"Electricity, Gas, Water and Waste","Managers - Chief Executives, General Managers and Legislators",5-19,Yes,Regional,100,80,50,80,80
1273,1987,Female,More than 5 years,Public Administration and Safety,"Professionals - Design, Engineering, Science and Transport Professionals",20-199,Yes,Regional,50,70,10,60,60
1274,1971,Male,More than 5 years,Education and Training,Managers - Specialist Managers,More than 200,Yes,Regional,0,0,20,0,0
1275,1958,Male,Between 1 and 5 years,Health Care and Social Assistance,"Managers - Chief Executives, General Managers and Legislators",More than 200,No,Regional,5,0,5,0,0
1276,1957,Male,More than 5 years,"Transport, Postal and Warehousing",Machinery operators and drivers - Road and Rail Drivers,More than 200,No,Regional,20,80,20,80,80
1277,1959,Male,More than 5 years,Wholesale Trade,Sales workers - Sales Assistants and Salespersons,20-199,Yes,Regional,70,60,60,80,80
1278,1969,Male,More than 5 years,Education and Training,Professionals - Education Professionals,More than 200,No,Regional,100,100,100,100,100
1279,1998,Male,Between 1 and 5 years,Financial and Insurance,"Professionals - Business, Human Resource and Marketing Professionals",20-199,No,Regional,20,60,20,60,60
1280,1964,Female,More than 5 years,Health Care and Social Assistance,"Managers - Hospitality, Retail and Service Managers",20-199,No,Regional,70,50,50,50,50
1281,1964,Male,Between 1 and 5 years,Public Administration and Safety,"Managers - Chief Executives, General Managers and Legislators",More than 200,Yes,Regional,20,20,20,20,20
1282,1995,Male,Between 1 and 5 years,"Professional, Scientific and Technical",Professionals - Health Professionals,More than 200,No,Regional,80,80,80,80,60
1283,1961,Female,More than 5 years,Information Media and Telecommunications,Professionals - ICT Professionals,More than 200,No,Regional,90,90,100,100,70
1284,1978,Male,Between 1 and 5 years,Information Media and Telecommunications,Community and personal service workers - Protective Service Workers,More than 200,Yes,Regional,20,20,20,20,20
1285,1978,Male,Between 1 and 5 years,Information Media and Telecommunications,Community and personal service workers - Protective Service Workers,More than 200,Yes,Regional,20,50,50,50,50
1286,1957,Male,More than 5 years,Arts and Recreation,Clerical and administrative workers - Clerical and Office Support Workers,5-19,No,Regional,100,100,100,100,100
1287,1959,Male,Between 1 and 5 years,Other Services,"Professionals - Design, Engineering, Science and Transport Professionals",1-4,No,Regional,90,90,80,80,70
1288,1983,Female,More than 5 years,"Professional, Scientific and Technical","Professionals - Business, Human Resource and Marketing Professionals",More than 200,Yes,Regional,80,70,50,60,50
1289,1984,Male,Between 1 and 5 years,Financial and Insurance,Managers - Specialist Managers,More than 200,Yes,Regional,70,60,70,50,50
1290,1976,Female,More than 5 years,Education and Training,Professionals - Education Professionals,20-199,Yes,Regional,0,100,0,100,100
1291,1990,Female,Less than 1 year,Construction,Clerical and administrative workers - Office Managers and Program Administrators,20-199,No,Regional,5,5,0,0,0
1292,1981,Male,Between 1 and 5 years,"Professional, Scientific and Technical","Professionals - Design, Engineering, Science and Transport Professionals",More than 200,No,Regional,90,100,90,100,70
1293,1962,Male,More than 5 years,"Agriculture, Forestry and Fishing",Technicians and trades workers - Other Technicians and Trades Workers,Self employed,No,Regional,70,70,5,0,0
1294,1986,Male,More than 5 years,Financial and Insurance,Clerical and administrative workers - Numerical Clerks,Self employed,No,Regional,100,100,100,100,100
1295,1987,Male,More than 5 years,Administrative and Support,Community and personal service workers - Carers and Aides,More than 200,No,Regional,100,100,100,100,100
1296,1983,Female,More than 5 years,"Professional, Scientific and Technical","Professionals - Business, Human Resource and Marketing Professionals",More than 200,Yes,Regional,90,90,70,50,50
1297,1971,Female,More than 5 years,Public Administration and Safety,Managers - Specialist Managers,More than 200,No,Regional,5,5,5,5,5
1298,1965,Female,More than 5 years,Education and Training,Clerical and administrative workers - General Clerical Workers,20-199,No,Regional,20,0,40,0,0
1299,1972,Female,Less than 1 year,Public Administration and Safety,"Managers - Chief Executives, General Managers and Legislators",More than 200,No,Regional,50,50,30,20,20
1300,1965,Female,More than 5 years,Education and Training,Professionals - Education Professionals,More than 200,No,Regional,0,100,0,100,50
1301,1971,Female,Between 1 and 5 years,"Professional, Scientific and Technical","Professionals - Legal, Social and Welfare Professionals",20-199,Yes,Regional,90,70,90,70,70
1302,1980,Male,Less than 1 year,Information Media and Telecommunications,"Managers - Chief Executives, General Managers and Legislators",More than 200,Yes,Regional,100,100,100,100,100
1303,1999,Male,Less than 1 year,Financial and Insurance,Managers - Specialist Managers,5-19,Yes,Regional,60,50,50,80,60
1304,1957,Female,Between 1 and 5 years,Accommodation and Food,"Managers - Chief Executives, General Managers and Legislators",5-19,No,Regional,50,50,40,40,30
1305,1969,Male,More than 5 years,Health Care and Social Assistance,Professionals - Health Professionals,More than 200,Yes,Regional,5,0,5,0,0
1306,1969,Female,More than 5 years,Wholesale Trade,Sales workers - Sales Support Workers,5-19,Yes,Regional,100,80,100,80,80
1307,1970,Female,More than 5 years,"Rental, Hiring and Real Estate",Clerical and administrative workers - Other Clerical and Administrative Workers,5-19,No,Regional,20,100,20,100,100
1308,1973,Female,More than 5 years,Administrative and Support,Community and personal service workers - Health and Welfare Support Workers,More than 200,No,Regional,100,60,60,60,60
1309,1975,Male,More than 5 years,Health Care and Social Assistance,Professionals - Health Professionals,20-199,Yes,Regional,5,70,5,70,70
1310,1979,Female,Between 1 and 5 years,Accommodation and Food,Labourers - Cleaners and Laundry Workers,1-4,No,Regional,50,70,80,50,60
1311,1963,Female,More than 5 years,Information Media and Telecommunications,Professionals - ICT Professionals,More than 200,No,Regional,100,100,100,100,100
1312,1972,Female,Less than 1 year,"Electricity, Gas, Water and Waste","Professionals - Design, Engineering, Science and Transport Professionals",More than 200,Yes,Regional,100,100,100,100,100
1313,1962,Female,Less than 1 year,Other Services,Professionals - ICT Professionals,More than 200,No,Regional,90,80,90,90,90
1314,2000,Female,Between 1 and 5 years,Administrative and Support,Professionals - Education Professionals,More than 200,No,Regional,0,50,0,20,40
1315,1962,Female,More than 5 years,"Professional, Scientific and Technical",Technicians and trades workers - Other Technicians and Trades Workers,1-4,No,Regional,10,10,10,10,10
1316,1968,Male,Between 1 and 5 years,Retail Trade,Machinery operators and drivers - Road and Rail Drivers,More than 200,No,Regional,80,80,70,60,50
1317,1972,Male,More than 5 years,Financial and Insurance,Clerical and administrative workers - Office Managers and Program Administrators,More than 200,Yes,Regional,100,100,100,100,100
1318,1966,Male,More than 5 years,"Electricity, Gas, Water and Waste",Managers - Specialist Managers,More than 200,Yes,Regional,90,60,60,60,60
1319,1962,Male,More than 5 years,"Transport, Postal and Warehousing",Managers - Specialist Managers,More than 200,No,Regional,90,80,90,80,60
1320,1973,Male,Between 1 and 5 years,Financial and Insurance,Managers - Specialist Managers,5-19,No,Regional,100,100,30,100,80
1321,1961,Male,Between 1 and 5 years,Other Services,"Professionals - Business, Human Resource and Marketing Professionals",5-19,No,Regional,100,100,100,100,80
1322,1960,Male,More than 5 years,Information Media and Telecommunications,Professionals - ICT Professionals,More than 200,No,Regional,100,90,100,100,90
1323,1964,Male,More than 5 years,Public Administration and Safety,"Professionals - Legal, Social and Welfare Professionals",More than 200,No,Regional,0,50,0,50,50
1324,1969,Male,Between 1 and 5 years,Other Services,Labourers - Factory Process Workers,5-19,Yes,Regional,60,60,60,60,100
1325,1986,Male,More than 5 years,Financial and Insurance,"Professionals - Business, Human Resource and Marketing Professionals",More than 200,Yes,Regional,100,50,80,50,5
1326,1970,Male,More than 5 years,Financial and Insurance,Managers - Specialist Managers,More than 200,No,Regional,100,100,100,100,80
1327,1966,Female,More than 5 years,Administrative and Support,Clerical and administrative workers - Clerical and Office Support Workers,More than 200,No,Regional,80,80,30,30,40
1328,1976,Female,Between 1 and 5 years,Arts and Recreation,Clerical and administrative workers - Office Managers and Program Administrators,More than 200,Yes,Regional,0,50,0,50,70
1329,1980,Male,More than 5 years,Other Services,"Managers - Chief Executives, General Managers and Legislators",More than 200,Yes,Regional,100,100,100,100,80
1330,1984,Female,More than 5 years,Other Services,"Managers - Chief Executives, General Managers and Legislators",20-199,No,Regional,100,100,80,90,90
1331,1990,Male,More than 5 years,Education and Training,Professionals - Education Professionals,20-199,Yes,Regional,50,50,50,50,50
1332,1972,Male,More than 5 years,Public Administration and Safety,Managers - Specialist Managers,More than 200,Yes,Regional,50,0,50,0,0
1333,1961,Female,More than 5 years,"Transport, Postal and Warehousing",Clerical and administrative workers - Personal Assistants and Secretaries,More than 200,No,Regional,100,70,80,60,30
1334,1976,Male,More than 5 years,"Professional, Scientific and Technical","Professionals - Design, Engineering, Science and Transport Professionals",More than 200,No,Regional,80,100,50,100,80
1335,1957,Male,More than 5 years,"Agriculture, Forestry and Fishing",Managers - Farmers and Farm Managers,5-19,No,Regional,40,50,40,50,50
1336,1968,Female,Between 1 and 5 years,Health Care and Social Assistance,Community and personal service workers - Carers and Aides,5-19,Yes,Regional,30,50,20,50,20
1337,1975,Female,More than 5 years,Retail Trade,Clerical and administrative workers - Clerical and Office Support Workers,5-19,No,Regional,50,50,50,50,50
1338,1989,Female,More than 5 years,Arts and Recreation,"Managers - Hospitality, Retail and Service Managers",20-199,No,Metro,90,90,80,80,60
1339,1987,Female,More than 5 years,Arts and Recreation,Professionals - Arts and Media Professionals,More than 200,No,Metro,40,80,50,50,20
1340,1981,Female,More than 5 years,"Electricity, Gas, Water and Waste",Technicians and trades workers - Automotive and Engineering Trades Workers,20-199,No,Regional,50,70,60,70,60
1341,1979,Male,More than 5 years,Information Media and Telecommunications,Professionals - ICT Professionals,More than 200,Yes,Metro,100,100,100,100,50
1342,1977,Male,Between 1 and 5 years,Administrative and Support,"Professionals - Business, Human Resource and Marketing Professionals",More than 200,Yes,Metro,100,100,90,100,90
1343,1979,Male,More than 5 years,Other Services,Managers - Specialist Managers,More than 200,Yes,Metro,5,20,10,20,20
1344,1977,Male,More than 5 years,Information Media and Telecommunications,"Managers - Chief Executives, General Managers and Legislators",20-199,Yes,Metro,90,90,90,90,90
1345,1980,Male,More than 5 years,Information Media and Telecommunications,"Managers - Chief Executives, General Managers and Legislators",5-19,Yes,Metro,90,90,90,90,60
1346,2000,Female,Less than 1 year,Retail Trade,Community and personal service workers - Health and Welfare Support Workers,20-199,Yes,Metro,20,5,30,5,5
1347,1977,Female,More than 5 years,Health Care and Social Assistance,Professionals - Health Professionals,More than 200,Yes,Metro,5,5,10,20,5
1348,1981,Male,Between 1 and 5 years,Construction,"Managers - Chief Executives, General Managers and Legislators",More than 200,Yes,Regional,50,50,50,50,50
1349,1983,Female,Between 1 and 5 years,Education and Training,"Managers - Chief Executives, General Managers and Legislators",20-199,Yes,Metro,20,20,20,20,20
1350,1981,Male,More than 5 years,Financial and Insurance,Managers - Farmers and Farm Managers,5-19,Yes,Metro,5,50,60,60,5
1351,1995,Female,Less than 1 year,Retail Trade,Clerical and administrative workers - Clerical and Office Support Workers,More than 200,No,Metro,100,100,100,80,50
1352,1982,Male,More than 5 years,Financial and Insurance,"Professionals - Business, Human Resource and Marketing Professionals",More than 200,No,Metro,100,90,100,90,80
1353,1978,Female,More than 5 years,"Transport, Postal and Warehousing","Professionals - Business, Human Resource and Marketing Professionals",More than 200,No,Metro,90,100,70,100,100
1354,1986,Male,Between 1 and 5 years,"Professional, Scientific and Technical",Professionals - ICT Professionals,More than 200,No,Metro,50,40,80,90,50
1355,1979,Male,More than 5 years,Information Media and Telecommunications,Community and personal service workers - Carers and Aides,More than 200,Yes,Metro,100,100,100,100,50
1356,1985,Male,Between 1 and 5 years,Financial and Insurance,Professionals - ICT Professionals,More than 200,Yes,Metro,100,100,100,100,80
1357,1979,Male,More than 5 years,"Professional, Scientific and Technical",Professionals - ICT Professionals,More than 200,Yes,Metro,100,100,100,100,100
1358,1977,Male,More than 5 years,Information Media and Telecommunications,Professionals - ICT Professionals,5-19,No,Metro,0,0,5,0,0
1359,1981,Male,More than 5 years,Public Administration and Safety,Managers - Specialist Managers,More than 200,No,Metro,5,20,5,20,10
1360,1984,Female,Between 1 and 5 years,Health Care and Social Assistance,"Managers - Chief Executives, General Managers and Legislators",20-199,Yes,Metro,5,50,10,50,50
1361,1978,Female,More than 5 years,Public Administration and Safety,"Professionals - Business, Human Resource and Marketing Professionals",More than 200,Yes,Metro,90,100,90,100,90
1362,1981,Male,More than 5 years,Manufacturing,"Managers - Chief Executives, General Managers and Legislators",More than 200,Yes,Metro,50,50,60,60,50
1363,1977,Male,Between 1 and 5 years,"Professional, Scientific and Technical","Professionals - Design, Engineering, Science and Transport Professionals",20-199,No,Metro,90,80,90,80,60
1364,1977,Male,More than 5 years,Arts and Recreation,"Managers - Chief Executives, General Managers and Legislators",20-199,Yes,Regional,20,0,0,0,0
1365,1995,Female,Between 1 and 5 years,Other Services,Sales workers - Sales Representatives and Agents,20-199,Yes,Metro,100,100,100,100,100
1366,1968,Male,Less than 1 year,Wholesale Trade,Sales workers - Sales Support Workers,20-199,No,Metro,20,40,20,40,40
1367,1982,Male,Less than 1 year,"Professional, Scientific and Technical","Professionals - Business, Human Resource and Marketing Professionals",More than 200,No,Metro,20,20,20,20,20
1368,1990,Female,Less than 1 year,Manufacturing,Professionals - Education Professionals,20-199,Yes,Metro,60,30,40,30,40
1369,1996,Female,Between 1 and 5 years,Construction,Sales workers - Sales Representatives and Agents,More than 200,No,Metro,100,80,100,50,50
1370,1997,Female,Less than 1 year,Construction,"Managers - Chief Executives, General Managers and Legislators",20-199,No,Metro,30,30,30,30,50
1371,1991,Male,Between 1 and 5 years,Public Administration and Safety,Clerical and administrative workers - Other Clerical and Administrative Workers,More than 200,No,Metro,80,80,80,80,60
1372,1977,Male,Between 1 and 5 years,Manufacturing,Managers - Specialist Managers,More than 200,Yes,Metro,60,60,60,60,60
1373,1986,Male,More than 5 years,"Professional, Scientific and Technical",Professionals - ICT Professionals,More than 200,Yes,Metro,60,50,60,60,50
1374,1990,Female,More than 5 years,Information Media and Telecommunications,Clerical and administrative workers - Clerical and Office Support Workers,More than 200,Yes,Metro,40,40,40,40,40
1375,1977,Female,More than 5 years,Health Care and Social Assistance,Professionals - Health Professionals,More than 200,Yes,Metro,20,10,20,20,10
1376,1980,Male,More than 5 years,Retail Trade,"Managers - Chief Executives, General Managers and Legislators",More than 200,No,Metro,100,100,90,100,100
1377,1992,Male,Between 1 and 5 years,Financial and Insurance,Professionals - Arts and Media Professionals,20-199,No,Metro,70,70,70,70,50
1378,1990,Male,Between 1 and 5 years,Manufacturing,"Professionals - Business, Human Resource and Marketing Professionals",More than 200,No,Metro,50,50,50,50,50
1379,1986,Male,Between 1 and 5 years,Wholesale Trade,"Professionals - Business, Human Resource and Marketing Professionals",5-19,Yes,Metro,60,30,60,40,70
1380,1985,Female,More than 5 years,Health Care and Social Assistance,Sales workers - Sales Assistants and Salespersons,1-4,No,Metro,50,50,50,50,30
1381,1991,Female,Between 1 and 5 years,Education and Training,Professionals - Education Professionals,20-199,Yes,Metro,50,50,50,50,50
1382,1957,Female,More than 5 years,Health Care and Social Assistance,Professionals - Health Professionals,More than 200,No,Regional,5,50,0,50,50
